Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,315799382;-78,53733691;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/09/2022;ENCONTRADO;05/10/2022
GUAYAS;-1,8668219;-79,977843;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/09/2022;ENCONTRADO;05/10/2022
ESMERALDAS;0,958828617;-79,65652613;37;HOMBRE;SIN_DATO;SIN_DATO;10/08/2022;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-2,207704238;-79,14607966;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/10/2022;ENCONTRADO;04/10/2022
PICHINCHA;-0,31002231;-78,55833613;20;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;24/09/2022;ENCONTRADO;03/10/2022
PASTAZA;-1,500492212;-77,98391819;34;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/09/2022;ENCONTRADO;05/10/2022
PASTAZA;-1,500492212;-77,98391819;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/09/2022;ENCONTRADO;05/10/2022
PASTAZA;-1,500492212;-77,98391819;3;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/09/2022;ENCONTRADO;05/10/2022
TUNGURAHUA;-1,2502138;-78,6213349;46;HOMBRE;FALLECIDO;NO DETERMINADA;02/10/2022;FALLECIDO;04/10/2022
PICHINCHA;-0,0825315;-78,4180457;19;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;05/10/2022;ENCONTRADO;06/10/2022
IMBABURA;0,324177617;-78,2116056;20;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/09/2022;ENCONTRADO;06/10/2022
BOLIVAR;-1,675749994;-79,03137881;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/09/2022;ENCONTRADO;06/10/2022
ESMERALDAS;0,875959245;-79,84501183;34;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/08/2022;ENCONTRADO;22/08/2022
CARCHI;0,551045982;-78,04054499;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/10/2022;ENCONTRADO;05/10/2022
EL ORO;-3,237457385;-79,82279776;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/10/2022;ENCONTRADO;06/10/2022
COTOPAXI;-0,920698786;-78,63796496;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/09/2022;ENCONTRADO;12/10/2022
NAPO;-1,0030624;-77,8103027;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/09/2022;ENCONTRADO;05/10/2022
LOJA;-3,991011607;-79,20839731;36;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/10/2022;ENCONTRADO;06/10/2022
LOJA;-3,998385843;-79,19895242;14;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;19/09/2022;ENCONTRADO;10/10/2022
GUAYAS;-1,812939;-79,756565;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/10/2022;ENCONTRADO;05/10/2022
AZUAY;-2,9120683;-78,9857444;20;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/10/2022;ENCONTRADO;06/10/2022
MANABI;-0,271853951;-79,57599065;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/09/2022;ENCONTRADO;19/10/2022
AZUAY;-2,8920979;-78,9927754;30;HOMBRE;SIN_DATO;SIN_DATO;03/10/2022;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,4065073;-79,3028933;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/09/2022;ENCONTRADO;04/10/2022
PASTAZA;-1,490131686;-77,99343467;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;04/06/2022;ENCONTRADO;06/10/2022
MANABI;-1,014124424;-80,4683605;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/09/2022;ENCONTRADO;06/10/2022
LOJA;-3,9991979;-79,2010953;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/07/2022;ENCONTRADO;03/10/2022
LOJA;-3,897183621;-79,64460875;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/09/2022;ENCONTRADO;05/10/2022
GUAYAS;-2,1170112;-79,9187032;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/09/2022;ENCONTRADO;26/09/2022
LOJA;-3,6418134;-79,2155546;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/09/2022;ENCONTRADO;07/10/2022
TUNGURAHUA;-1,348876313;-78,50993156;2;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/10/2022;ENCONTRADO;07/10/2022
PICHINCHA;-0,2826498;-78,5199399;44;HOMBRE;SIN_DATO;SIN_DATO;30/04/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,168974;-79,8397207;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/08/2022;ENCONTRADO;07/10/2022
ESMERALDAS;0,3214319;-79,4771005;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/08/2022;ENCONTRADO;06/10/2022
MORONA SANTIAGO;-2,313819231;-78,1017776;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/09/2022;ENCONTRADO;06/10/2022
MANABI;-0,692072827;-80,43326617;30;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;03/10/2022;ENCONTRADO;06/10/2022
ESMERALDAS;0,414669982;-79,41782783;29;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;11/07/2022;ENCONTRADO;05/10/2022
GUAYAS;-2,173165739;-79,83966428;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/09/2022;ENCONTRADO;07/10/2022
GUAYAS;-2,068868437;-79,93273869;18;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;23/09/2022;ENCONTRADO;29/09/2022
LOS RIOS;-1,1159269;-79,436447;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/09/2022;ENCONTRADO;28/09/2022
MORONA SANTIAGO;-2,455915057;-78,16898343;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/10/2022;ENCONTRADO;07/10/2022
LOS RIOS;-0,958197215;-79,42289205;40;HOMBRE;FALLECIDO;MUERTE NATURAL;05/10/2022;FALLECIDO;09/10/2022
PICHINCHA;0,004222691;-78,44947104;41;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/10/2022;ENCONTRADO;07/10/2022
GUAYAS;-2,0708028;-79,9345396;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/09/2022;ENCONTRADO;09/10/2022
GUAYAS;-2,108855773;-79,97428894;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/09/2022;ENCONTRADO;08/10/2022
EL ORO;-3,276246767;-79,96169494;86;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;04/10/2022;ENCONTRADO;08/10/2022
EL ORO;-3,252445885;-79,9482809;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/09/2022;ENCONTRADO;10/10/2022
PICHINCHA;-0,1498219;-78,4574717;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/10/2022;ENCONTRADO;06/10/2022
GUAYAS;-2,2328048;-79,8986268;67;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;04/10/2022;ENCONTRADO;08/10/2022
GUAYAS;-2,189071303;-79,89811141;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/09/2022;ENCONTRADO;08/10/2022
GUAYAS;-2,128947864;-79,93879795;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/09/2022;ENCONTRADO;08/10/2022
GUAYAS;-2,205196415;-79,92808486;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/09/2022;ENCONTRADO;07/10/2022
GUAYAS;-2,1420564;-79,6084994;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/10/2022;ENCONTRADO;08/10/2022
PICHINCHA;-0,0827295;-78,4613396;36;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;02/10/2022;ENCONTRADO;08/10/2022
PICHINCHA;-0,092412011;-78,45313849;39;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/06/2022;ENCONTRADO;06/10/2022
PICHINCHA;-0,063011231;-78,35297929;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/09/2022;ENCONTRADO;09/10/2022
GUAYAS;-2,1961768;-79,8849163;59;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;03/10/2022;ENCONTRADO;10/10/2022
GUAYAS;-2,2840098;-79,8847104;39;HOMBRE;EXTRAVIADA;HOSPITALIZADO;24/09/2022;ENCONTRADO;09/10/2022
GUAYAS;-2,2147016;-79,8062778;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;04/10/2022;ENCONTRADO;08/10/2022
GUAYAS;-2,202200277;-79,89656925;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/10/2022;ENCONTRADO;10/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;23;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;03/07/2022;ENCONTRADO;10/10/2022
BOLIVAR;-1,5585611;-79,0093181;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;02/10/2022;ENCONTRADO;12/10/2022
MANABI;-1,063827221;-80,47572102;13;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;09/10/2022;ENCONTRADO;12/10/2022
GUAYAS;-2,1961768;-79,8849163;40;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/09/2022;ENCONTRADO;04/10/2022
GUAYAS;-2,0739259;-80,0049512;26;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;23/09/2022;ENCONTRADO;09/10/2022
LOJA;-3,989286827;-79,20845255;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/10/2022;ENCONTRADO;25/10/2022
LOJA;-3,982312313;-79,21868452;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/10/2022;ENCONTRADO;11/10/2022
LOJA;-3,985901923;-79,21405967;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/10/2022;ENCONTRADO;11/10/2022
LOJA;-4,0128339;-79,2036314;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/10/2022;ENCONTRADO;07/10/2022
PICHINCHA;-0,1568082;-78,4794568;49;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/09/2022;ENCONTRADO;11/10/2022
PICHINCHA;-0,2877885;-78,5705115;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/08/2022;ENCONTRADO;29/09/2022
GUAYAS;-2,2015551;-79,8966835;25;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;06/10/2022;ENCONTRADO;11/10/2022
PICHINCHA;-0,0960488;-78,4240328;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/09/2022;ENCONTRADO;12/10/2022
MORONA SANTIAGO;-2,307244226;-78,12066035;26;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;05/10/2022;ENCONTRADO;11/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2560624;-79,1591632;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/09/2022;ENCONTRADO;12/10/2022
GUAYAS;-2,087918796;-79,89995258;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/10/2022;ENCONTRADO;11/10/2022
PICHINCHA;-0,2960356;-78,5670014;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/10/2022;ENCONTRADO;11/10/2022
PICHINCHA;-0,2960356;-78,5670014;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/10/2022;ENCONTRADO;11/10/2022
GUAYAS;-2,1222554;-79,9679769;35;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;30/09/2022;ENCONTRADO;10/10/2022
GUAYAS;-2,1935659;-79,9132402;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/08/2022;ENCONTRADO;11/10/2022
LOS RIOS;-1,0016783;-79,4711722;18;MUJER;SIN_DATO;SIN_DATO;06/10/2022;DESAPARECIDO;SIN_DATO
SUCUMBIOS;0,097652261;-76,89322735;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/10/2022;ENCONTRADO;11/10/2022
SUCUMBIOS;0,097652261;-76,89322735;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/10/2022;ENCONTRADO;11/10/2022
SUCUMBIOS;0,097652261;-76,89322735;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/10/2022;ENCONTRADO;11/10/2022
PICHINCHA;-0,1960939;-78,4902784;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/10/2022;ENCONTRADO;11/10/2022
CHIMBORAZO;-1,9377187;-78,7107731;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/10/2022;ENCONTRADO;11/10/2022
PICHINCHA;-0,2188216;-78,5135489;35;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/03/2022;ENCONTRADO;11/10/2022
AZUAY;-2,894780909;-79,0116683;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/10/2022;ENCONTRADO;24/10/2022
PASTAZA;-1,634279041;-77,5990916;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/09/2022;ENCONTRADO;10/10/2022
TUNGURAHUA;-1,348876313;-78,50993156;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/10/2022;ENCONTRADO;07/10/2022
TUNGURAHUA;-1,399244438;-78,34899902;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/10/2022;ENCONTRADO;12/10/2022
PICHINCHA;-0,2974174;-78,5507856;35;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;11/10/2022;ENCONTRADO;12/10/2022
ESMERALDAS;0,716134783;-79,91705207;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/09/2022;ENCONTRADO;11/10/2022
GUAYAS;-2,1436592;-79,940554;21;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;07/10/2022;ENCONTRADO;12/10/2022
GUAYAS;-2,0476877;-79,9534861;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;24/10/2022
IMBABURA;0,3579386;-78,1279212;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/10/2022;ENCONTRADO;13/10/2022
ESMERALDAS;0,803520785;-79,94324984;13;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;05/10/2022;ENCONTRADO;11/10/2022
IMBABURA;0,4605451;-78,1939901;33;HOMBRE;SIN_DATO;SIN_DATO;08/10/2022;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;0,0091672;-79,391605;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/03/2022;ENCONTRADO;12/10/2022
LOS RIOS;-1,01411886;-79,47204117;26;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;12/10/2022;ENCONTRADO;13/10/2022
COTOPAXI;-0,924339659;-78,63176847;62;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;23/09/2022;ENCONTRADO;20/10/2022
LOS RIOS;-1,01411886;-79,47204117;38;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;12/10/2022;ENCONTRADO;13/10/2022
CHIMBORAZO;-1,691771817;-78,63392607;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/10/2022;ENCONTRADO;12/10/2022
NAPO;-0,96189333;-77,81044717;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/10/2022;ENCONTRADO;13/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,265229814;-79,1900127;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/10/2022;ENCONTRADO;12/10/2022
LOJA;-4,0066257;-79,1869484;22;HOMBRE;EXTRAVIADA;DETENIDO;11/10/2022;ENCONTRADO;12/10/2022
MANABI;-0,2654633;-79,4802981;48;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/10/2022;ENCONTRADO;13/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,277376645;-79,18025942;37;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;07/10/2022;ENCONTRADO;10/10/2022
PICHINCHA;0,011327677;-78,43140683;17;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/10/2022;ENCONTRADO;10/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,254146634;-79,12122701;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;06/10/2022;ENCONTRADO;09/10/2022
AZUAY;-2,9020555;-79,0148107;12;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;12/10/2022;ENCONTRADO;13/10/2022
MANABI;-0,250512672;-79,48815292;57;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/10/2022;ENCONTRADO;14/10/2022
MANABI;-1,064553334;-80,46259668;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/10/2022;ENCONTRADO;15/11/2022
GUAYAS;-2,247564;-79,892338;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/10/2022;ENCONTRADO;13/10/2022
GUAYAS;-2,152824124;-79,57994341;36;MUJER;PROBLEMAS SOCIALES;DROGADICCION;19/04/2022;ENCONTRADO;13/10/2022
PICHINCHA;-0,077540587;-78,43470328;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/10/2022;ENCONTRADO;10/10/2022
GUAYAS;-2,0778815;-80,0046847;60;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/10/2022;ENCONTRADO;23/10/2022
GUAYAS;-2,0817392;-79,9206694;56;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/08/2022;ENCONTRADO;13/10/2022
PICHINCHA;-0,210691;-78,3955986;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/10/2022;ENCONTRADO;13/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/10/2022;ENCONTRADO;13/10/2022
PICHINCHA;-0,2852035;-78,541199;78;MUJER;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;13/10/2022;ENCONTRADO;13/10/2022
GUAYAS;-2,096621;-79,9615276;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/10/2022;ENCONTRADO;12/10/2022
COTOPAXI;-0,839256382;-78,6667324;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/10/2022;ENCONTRADO;14/10/2022
IMBABURA;0,3323852;-78,2162833;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/10/2022;ENCONTRADO;14/10/2022
GUAYAS;-2,0721549;-79,9345141;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/10/2022;ENCONTRADO;13/10/2022
EL ORO;-3,4817858;-80,2250004;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/10/2022;ENCONTRADO;14/10/2022
GUAYAS;-2,322910079;-79,39855811;5;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/10/2022;ENCONTRADO;21/10/2022
GUAYAS;-2,322910079;-79,39855811;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/10/2022;ENCONTRADO;21/10/2022
GUAYAS;-2,322910079;-79,39855811;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/10/2022;ENCONTRADO;21/10/2022
EL ORO;-3,271969978;-79,94257499;23;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;14/10/2022
PICHINCHA;0,0685077;-78,1279359;18;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;09/09/2022;ENCONTRADO;14/10/2022
EL ORO;-3,2581112;-79,9553924;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/10/2022;ENCONTRADO;14/10/2022
PICHINCHA;-0,0743121;-78,4624064;45;HOMBRE;SIN_DATO;SIN_DATO;11/10/2022;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,2635284;-78,5660852;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/10/2022;ENCONTRADO;07/10/2022
EL ORO;-3,325537999;-79,80695792;25;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;14/10/2022;ENCONTRADO;15/10/2022
EL ORO;-3,2581112;-79,9553924;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/10/2022;ENCONTRADO;17/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,253891675;-79,17627828;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/10/2022;ENCONTRADO;14/10/2022
COTOPAXI;-0,934308871;-78,60630031;34;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;12/10/2022;ENCONTRADO;17/10/2022
LOJA;-3,9870042;-79,2063349;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/10/2022;ENCONTRADO;24/10/2022
PICHINCHA;0,084993;-78,741059;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/10/2022;ENCONTRADO;14/10/2022
PICHINCHA;-0,175315156;-78,48554533;23;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;14/10/2022;ENCONTRADO;16/10/2022
PICHINCHA;-0,0846219;-78,4469749;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/09/2022;ENCONTRADO;14/10/2022
GUAYAS;-2,2129883;-79,9231227;27;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;31/07/2022;ENCONTRADO;15/10/2022
GUAYAS;-2,098699643;-79,9510958;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;16/10/2022
PICHINCHA;-0,2113598;-78,5213601;38;HOMBRE;EXTRAVIADA;HOSPITALIZADO;07/10/2022;ENCONTRADO;15/10/2022
CARCHI;0,808670725;-77,71950962;22;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/10/2022;ENCONTRADO;15/10/2022
PICHINCHA;-0,242935623;-78,51559369;30;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;03/02/2022;ENCONTRADO;18/10/2022
PICHINCHA;-0,3775849;-78,5523882;28;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/08/2022;ENCONTRADO;19/10/2022
PICHINCHA;-0,331433355;-78,40556145;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/10/2022;ENCONTRADO;17/10/2022
GUAYAS;-2,167504064;-79,83102114;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/10/2022;ENCONTRADO;16/10/2022
GUAYAS;-2,134147749;-79,96908545;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/10/2022;ENCONTRADO;16/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,245215105;-79,20030805;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/10/2022;ENCONTRADO;15/10/2022
GUAYAS;-2,142896382;-79,87959087;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/01/2022;ENCONTRADO;16/10/2022
LOS RIOS;-1,402633737;-79,75035667;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/09/2022;ENCONTRADO;21/09/2022
COTOPAXI;-0,8248348;-78,6427107;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/10/2022;ENCONTRADO;16/10/2022
PICHINCHA;-0,3202923;-78,5650315;27;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;19/09/2022;ENCONTRADO;16/10/2022
IMBABURA;0,320350877;-78,22217092;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/10/2022;ENCONTRADO;16/10/2022
IMBABURA;0,3387157;-78,1258944;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/10/2022;ENCONTRADO;16/10/2022
CARCHI;0,804807899;-77,72655487;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/10/2022;ENCONTRADO;15/10/2022
GUAYAS;-1,913329;-80,007684;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/10/2022;ENCONTRADO;15/10/2022
PICHINCHA;-0,1083819;-78,2973757;11;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;16/10/2022;ENCONTRADO;16/10/2022
PASTAZA;-1,704097347;-77,85243018;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/10/2022;ENCONTRADO;07/10/2022
LOJA;-3,9720349;-79,2034912;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;15/10/2022
PICHINCHA;-0,2633597;-78,5206465;21;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;22/09/2022;ENCONTRADO;06/10/2022
IMBABURA;0,3323852;-78,2162833;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/10/2022;ENCONTRADO;17/10/2022
